SKU,recent_avg_sales,previous_avg_sales,sales_trend,target
J0007-SKD-XXXL,0.2333333333333333,0.3333333333333333,-0.0749999999999999,1
J0008-SKD-L,1.6,1.2333333333333334,0.1641791044776119,2
J0008-SKD-M,1.7666666666666666,1.5,0.1066666666666666,2
J0008-SKD-S,0.7666666666666667,1.4,-0.2638888888888888,0
J0008-SKD-XL,1.1333333333333333,1.0,0.0666666666666666,1
J0008-SKD-XS,1.3666666666666667,1.1333333333333333,0.109375,2
J0008-SKD-XXL,0.6333333333333333,0.7,-0.0392156862745097,1
J0008-SKD-XXXL,0.5666666666666667,0.5666666666666667,0.0,1
J0009-SKD-L,0.9666666666666668,0.7,0.1568627450980392,2
J0009-SKD-M,0.7,0.5666666666666667,0.0851063829787233,1
J0009-SKD-S,0.5666666666666667,0.2666666666666666,0.2368421052631579,2
J0009-SKD-XL,0.7666666666666667,0.2333333333333333,0.4324324324324325,2
J0009-SKD-XS,0.2333333333333333,0.1333333333333333,0.088235294117647,1
J0009-SKD-XXL,0.4,0.2,0.1666666666666666,2
J0009-SKD-XXXL,0.5666666666666667,0.3,0.2051282051282051,2
J0010-LCD-L,0.2,0.2666666666666666,-0.0526315789473684,1
J0010-LCD-M,0.4,0.4,0.0,1
J0010-LCD-S,0.4666666666666667,0.2666666666666666,0.1578947368421052,2
J0010-LCD-XL,0.0333333333333333,0.1333333333333333,-0.088235294117647,1
J0010-LCD-XS,0.2666666666666666,0.2333333333333333,0.027027027027027,1
J0010-LCD-XXL,0.1,0.0333333333333333,0.064516129032258,1
J0010-LCD-XXXL,0.1666666666666666,0.3333333333333333,-0.125,0
J0011-LCD-M,0.3666666666666666,0.4333333333333333,-0.0465116279069767,1
J0011-LCD-S,0.2666666666666666,0.3333333333333333,-0.0499999999999999,1
J0011-LCD-XL,0.2,0.1333333333333333,0.0588235294117647,1
J0011-LCD-XS,0.1,0.2333333333333333,-0.1081081081081081,0
J0011-LCD-XXL,0.1,0.1333333333333333,-0.0294117647058823,1
J0011-LCD-XXXL,0.1666666666666666,0.1,0.0606060606060605,1
J0012-SKD-L,1.0,0.7333333333333333,0.1538461538461538,2
J0012-SKD-M,0.4333333333333333,0.7333333333333333,-0.173076923076923,0
J0012-SKD-S,0.3333333333333333,0.3666666666666666,-0.024390243902439,1
J0012-SKD-XL,1.2,0.7333333333333333,0.2692307692307692,2
J0012-SKD-XS,0.5333333333333333,0.2666666666666666,0.2105263157894737,2
J0012-SKD-XXL,0.6333333333333333,1.0,-0.1833333333333333,0
J0012-SKD-XXXL,0.2666666666666666,0.6,-0.2083333333333333,0
J0013-SKD-L,0.2333333333333333,0.6333333333333333,-0.2448979591836734,0
J0013-SKD-M,0.6333333333333333,0.4333333333333333,0.1395348837209302,2
J0013-SKD-S,0.3666666666666666,0.1666666666666666,0.1714285714285714,2
J0013-SKD-XS,0.3333333333333333,0.1333333333333333,0.1764705882352941,2
J0013-SKD-XXL,0.3,0.5,-0.1333333333333333,0
J0013-SKD-XXXL,0.2666666666666666,0.2333333333333333,0.027027027027027,1
J0014-LCD-M,0.0666666666666666,0.3,-0.1794871794871795,0
